Gene,Sample,Habitat,Group
ABCUZP010000003.1_82,GCA_020242505.1_PDT001141933.1_genomic,Soil,GroupB
ABCUZM010000004.1_83,GCA_020242515.1_PDT001141935.1_genomic,Soil,GroupB
ABCXGS010000075.1_5,GCA_020288645.1_PDT000734920.1_genomic,Soil,GroupE
ABCXHP010000009.1_146,GCA_020289225.1_PDT000734921.1_genomic,Soil,GroupE
ABCZOU010000056.1_5,GCA_020327355.1_PDT000347484.2_genomic,Soil,GroupE
ABDAFT010000079.1_6,GCA_020342175.1_PDT000310613.2_genomic,Soil,GroupC
DAFAQS010000006.1_181,GCA_020356805.1_PDT001146094.1_genomic,Soil,GroupF
DAFARD010000007.1_180,GCA_020358015.1_PDT001146119.1_genomic,Soil,GroupC
DAFASF010000007.1_180,GCA_020358995.1_PDT001146120.1_genomic,Soil,GroupC
DAFASI010000006.1_180,GCA_020359095.1_PDT001146105.1_genomic,Soil,GroupF
DAFASN010000013.1_102,GCA_020359235.1_PDT001146099.1_genomic,Soil,GroupF
DAFATX010000013.1_102,GCA_020361015.1_PDT001146090.1_genomic,Soil,GroupD
DAFATV010000089.1_6,GCA_020361105.1_PDT001146104.1_genomic,Soil,GroupF
DAFATQ010000012.1_96,GCA_020361125.1_PDT001146106.1_genomic,Soil,GroupF
DAFATR010000006.1_180,GCA_020361145.1_PDT001146101.1_genomic,Soil,GroupF
DAFATT010000006.1_181,GCA_020361205.1_PDT001146098.1_genomic,Soil,GroupF
DAFATW010000006.1_180,GCA_020361225.1_PDT001146096.1_genomic,Soil,GroupF
DAFAVE010000007.1_180,GCA_020361965.1_PDT001146117.1_genomic,Soil,GroupC
DAFAVD010000016.1_103,GCA_020362005.1_PDT001146102.1_genomic,Soil,GroupD
DAFAVG010000030.1_56,GCA_020362085.1_PDT001146095.1_genomic,Soil,GroupF
DAFAWA010000009.1_180,GCA_020364525.1_PDT001146097.1_genomic,Soil,GroupF
ABDBJV010000026.1_6,GCA_020365145.1_PDT000218441.2_genomic,Soil,GroupD
ABDBMF010000025.1_27,GCA_020366505.1_PDT000204890.2_genomic,Soil,GroupD
ABDCOZ010000023.1_39,GCA_020382785.1_PDT000105647.4_genomic,Soil,GroupD
ABDJEU010000049.1_19,GCA_020562725.1_PDT001158183.2_genomic,Soil,GroupF
ABDNWW010000088.1_5,GCA_020659905.1_PDT001163697.1_genomic,Soil,GroupF
JAIZBR010000006.1_6,GCA_020662165.1_ASM2066216v1_genomic,Soil,GroupE
JAIHLO010000020.1_29,GCA_020668205.1_ASM2066820v1_genomic,Soil,GroupC
JAIHLL010000024.1_29,GCA_020668215.1_ASM2066821v1_genomic,Soil,GroupC
JAIHLM010000037.1_5,GCA_020668225.1_ASM2066822v1_genomic,Soil,GroupC
JAIHLI010000008.1_6,GCA_020668275.1_ASM2066827v1_genomic,Soil,GroupC
JAIHLJ010000006.1_180,GCA_020668315.1_ASM2066831v1_genomic,Soil,GroupC
JAIHLA010000023.1_71,GCA_020668435.1_ASM2066843v1_genomic,Soil,GroupC
JAIHKZ010000012.1_95,GCA_020668475.1_ASM2066847v1_genomic,Soil,GroupC
JAIHKV010000010.1_184,GCA_020668495.1_ASM2066849v1_genomic,Soil,GroupC
JAIHKX010000046.1_9,GCA_020668525.1_ASM2066852v1_genomic,Soil,GroupC
JAIHKT010000014.1_100,GCA_020668615.1_ASM2066861v1_genomic,Soil,GroupC
JAIHKP010000035.1_5,GCA_020668675.1_ASM2066867v1_genomic,Soil,GroupC
JAIHKO010000008.1_6,GCA_020668755.1_ASM2066875v1_genomic,Soil,GroupC
JAIHKJ010000023.1_45,GCA_020668815.1_ASM2066881v1_genomic,Soil,GroupC
JAIHKC010000016.1_86,GCA_020668935.1_ASM2066893v1_genomic,Soil,GroupC
JAIHKD010000024.1_6,GCA_020668955.1_ASM2066895v1_genomic,Soil,GroupC
JAIHJY010000006.1_180,GCA_020668995.1_ASM2066899v1_genomic,Soil,GroupC
JAIHJZ010000009.1_181,GCA_020669015.1_ASM2066901v1_genomic,Soil,GroupC
JAIHJX010000010.1_6,GCA_020669035.1_ASM2066903v1_genomic,Soil,GroupC
JAIHJW010000009.1_6,GCA_020669055.1_ASM2066905v1_genomic,Soil,GroupC
JAIHJT010000023.1_61,GCA_020669115.1_ASM2066911v1_genomic,Soil,GroupC
JAIHJO010000009.1_179,GCA_020669165.1_ASM2066916v1_genomic,Soil,GroupC
JAIHJQ010000004.1_6,GCA_020669175.1_ASM2066917v1_genomic,Soil,GroupC
JAIHJN010000036.1_31,GCA_020669235.1_ASM2066923v1_genomic,Soil,GroupC
JAIHJK010000009.1_6,GCA_020669255.1_ASM2066925v1_genomic,Soil,GroupC
JAIHJM010000028.1_5,GCA_020669275.1_ASM2066927v1_genomic,Soil,GroupC
JAIHIX010000009.1_181,GCA_020669555.1_ASM2066955v1_genomic,Soil,GroupC
JAIHIV010000023.1_28,GCA_020669575.1_ASM2066957v1_genomic,Soil,GroupC
JAIHIT010000007.1_6,GCA_020669625.1_ASM2066962v1_genomic,Soil,GroupC
JAIHIR010000007.1_6,GCA_020669655.1_ASM2066965v1_genomic,Soil,GroupC
JAIHIQ010000037.1_29,GCA_020669685.1_ASM2066968v1_genomic,Soil,GroupC
JAIHIP010000005.1_180,GCA_020669705.1_ASM2066970v1_genomic,Soil,GroupC
JAIHIL010000050.1_10,GCA_020669745.1_ASM2066974v1_genomic,Soil,GroupC
JAIHIK010000010.1_172,GCA_020669765.1_ASM2066976v1_genomic,Soil,GroupC
JAIHIF010000008.1_182,GCA_020669885.1_ASM2066988v1_genomic,Soil,GroupC
JAIHIH010000008.1_209,GCA_020669895.1_ASM2066989v1_genomic,Soil,GroupC
JAIHIE010000019.1_55,GCA_020669925.1_ASM2066992v1_genomic,Soil,GroupC
JAIHID010000019.1_6,GCA_020669985.1_ASM2066998v1_genomic,Soil,GroupC
JAIHHY010000005.1_45,GCA_020670045.1_ASM2067004v1_genomic,Soil,GroupC
JAIHHX010000010.1_179,GCA_020670065.1_ASM2067006v1_genomic,Soil,GroupC
JAIHIW010000011.1_6,GCA_020676055.1_ASM2067605v1_genomic,Soil,GroupC
CP085488.1_199,GCA_020683245.1_ASM2068324v1_genomic,Soil,GroupE
JAIUSY010000028.1_6,GCA_020731625.1_ASM2073162v1_genomic,Soil,GroupC
JAIUTD010000032.1_6,GCA_020731705.1_ASM2073170v1_genomic,Soil,GroupC
JAIUTE010000007.1_6,GCA_020731745.1_ASM2073174v1_genomic,Soil,GroupC
JAIUTI010000007.1_172,GCA_020731815.1_ASM2073181v1_genomic,Soil,GroupC
JAIUTP010000010.1_178,GCA_020731945.1_ASM2073194v1_genomic,Soil,GroupC
JAIUTS010000012.1_6,GCA_020732005.1_ASM2073200v1_genomic,Soil,GroupC
JAIUTZ010000012.1_102,GCA_020732105.1_ASM2073210v1_genomic,Soil,GroupC
JAIUUD010000021.1_68,GCA_020732235.1_ASM2073223v1_genomic,Soil,GroupC
JAIUUG010000035.1_18,GCA_020732325.1_ASM2073232v1_genomic,Soil,GroupC
JAIUUH010000015.1_103,GCA_020732345.1_ASM2073234v1_genomic,Soil,GroupC
JAIUUN010000009.1_6,GCA_020732485.1_ASM2073248v1_genomic,Soil,GroupC
JAIUUQ010000026.1_53,GCA_020732515.1_ASM2073251v1_genomic,Soil,GroupC
JAIUUS010000037.1_33,GCA_020732565.1_ASM2073256v1_genomic,Soil,GroupC
JAIUUU010000006.1_6,GCA_020732585.1_ASM2073258v1_genomic,Soil,GroupC
JAIUVM010000008.1_181,GCA_020732865.1_ASM2073286v1_genomic,Soil,GroupC
JAIUVI010000010.1_179,GCA_020732885.1_ASM2073288v1_genomic,Soil,GroupC
JAIUVO010000012.1_95,GCA_020732965.1_ASM2073296v1_genomic,Soil,GroupC
JAIUVN010000006.1_6,GCA_020732985.1_ASM2073298v1_genomic,Soil,GroupC
JAIUVR010000040.1_6,GCA_020733625.1_ASM2073362v1_genomic,Soil,GroupC
JAIUVV010000008.1_6,GCA_020733785.1_ASM2073378v1_genomic,Soil,GroupC
JAIUVW010000017.1_6,GCA_020733805.1_ASM2073380v1_genomic,Soil,GroupC
JAIUVU010000003.1_6,GCA_020733865.1_ASM2073386v1_genomic,Soil,GroupC
JAIUWC010000008.1_180,GCA_020733985.1_ASM2073398v1_genomic,Soil,GroupC
JAIUWD010000007.1_6,GCA_020734025.1_ASM2073402v1_genomic,Soil,GroupC
JAIXML010000008.1_6,GCA_020734045.1_ASM2073404v1_genomic,Soil,GroupF
ABDTGF010000106.1_5,GCA_020808845.1_PDT001171770.1_genomic,Soil,GroupF
ABDWBH010000055.1_4,GCA_020893855.1_PDT001178284.1_genomic,Soil,GroupF
ABDWCK010000101.1_6,GCA_020894375.1_PDT001178303.1_genomic,Soil,GroupF
ABDWCV010000124.1_5,GCA_020894655.1_PDT001178287.1_genomic,Soil,GroupF
ABEAMB010000053.1_18,GCA_020985925.1_PDT001184915.1_genomic,Soil,GroupF
ABEAMG010000086.1_4,GCA_020986025.1_PDT001184911.1_genomic,Soil,GroupF
ABEAMW010000106.1_5,GCA_020986425.1_PDT001184881.1_genomic,Soil,GroupF
ABEQEP010000009.1_101,GCA_021465325.1_PDT001222593.1_genomic,Soil,GroupF
JAKEWV010000067.1_10,GCA_021493755.1_ASM2149375v1_genomic,Soil,GroupE
ABFBEO010000009.1_179,GCA_022176895.1_PDT001245656.1_genomic,Soil,GroupE
ABFBFM010000009.1_179,GCA_022177335.1_PDT001245681.1_genomic,Soil,GroupE
ABFBFX010000038.1_6,GCA_022177495.1_PDT001245662.1_genomic,Soil,GroupE
RJCK01000053.1_5,GCA_022547625.1_ASM2254762v1_genomic,Soil,GroupF
RJCL01000023.1_62,GCA_022547685.1_ASM2254768v1_genomic,Soil,GroupF
JALBGP010000106.1_6,GCA_022631435.1_ASM2263143v1_genomic,Soil,GroupF
ABFMGH010000004.1_83,GCA_022657735.1_PDT001270575.1_genomic,Soil,GroupF
ABFMGL010000004.1_83,GCA_022657755.1_PDT001270574.1_genomic,Soil,GroupF
ABFMGX010000004.1_83,GCA_022658035.1_PDT001270546.1_genomic,Soil,GroupF
JALIHC010000088.1_178,GCA_022869265.1_ASM2286926v1_genomic,Soil,GroupE
JALIHF010000013.1_49,GCA_022869285.1_ASM2286928v1_genomic,Soil,GroupE
JALIGZ010000119.1_45,GCA_022869295.1_ASM2286929v1_genomic,Soil,GroupE
JALIHA010000101.1_24,GCA_022869365.1_ASM2286936v1_genomic,Soil,GroupE
JALIHE010000031.1_13,GCA_022869375.1_ASM2286937v1_genomic,Soil,GroupE
JALIHG010000024.1_227,GCA_022869405.1_ASM2286940v1_genomic,Soil,GroupE
JALIHI010000036.1_47,GCA_022869425.1_ASM2286942v1_genomic,Soil,GroupE
JALIHD010000015.1_177,GCA_022869465.1_ASM2286946v1_genomic,Soil,GroupE
ABFOXV010000004.1_83,GCA_022886355.1_PDT001280377.1_genomic,Soil,GroupE
ABFOXS010000004.1_83,GCA_022886375.1_PDT001280376.1_genomic,Soil,GroupE
ABFOYF010000004.1_83,GCA_022886555.1_PDT001280364.1_genomic,Soil,GroupE
ABFOYE010000004.1_83,GCA_022886575.1_PDT001280365.1_genomic,Soil,GroupE
ABFOYG010000004.1_83,GCA_022886595.1_PDT001280363.1_genomic,Soil,GroupE
ABFOYO010000004.1_83,GCA_022886695.1_PDT001280359.1_genomic,Soil,GroupE
DAGXWN010000013.1_54,GCA_022985865.1_PDT001286624.1_genomic,Soil,GroupA
DAGXXR010000004.1_83,GCA_022986445.1_PDT001286627.1_genomic,Soil,GroupA
DAGXXQ010000004.1_84,GCA_022986485.1_PDT001286629.1_genomic,Soil,GroupA
DAGXXU010000003.1_43,GCA_022986505.1_PDT001286622.1_genomic,Soil,GroupA
DAGXXT010000001.1_83,GCA_022986525.1_PDT001286621.1_genomic,Soil,GroupA
DAGXXW010000001.1_83,GCA_022986545.1_PDT001286619.1_genomic,Soil,GroupA
DAGXXV010000002.1_83,GCA_022986565.1_PDT001286620.1_genomic,Soil,GroupA
DAGXYU010000020.1_43,GCA_022987005.1_PDT001286626.1_genomic,Soil,GroupA
DAGYAJ010000002.1_83,GCA_022987805.1_PDT001286628.1_genomic,Soil,GroupA
DAGYAK010000026.1_43,GCA_022987865.1_PDT001286623.1_genomic,Soil,GroupA
JALPOF010000015.1_9,GCA_023243425.1_ASM2324342v1_genomic,Soil,GroupF
JALMSD010000069.1_6,GCA_023276475.1_ASM2327647v1_genomic,Soil,GroupF
JALMSP010000053.1_5,GCA_023276855.1_ASM2327685v1_genomic,Soil,GroupF
JALMSO010000053.1_5,GCA_023276875.1_ASM2327687v1_genomic,Soil,GroupF
JAMDPF010000042.1_6,GCA_023482315.1_ASM2348231v1_genomic,Soil,GroupF
JAMDPM010000004.1_180,GCA_023482465.1_ASM2348246v1_genomic,Soil,GroupF
JAMDQG010000040.1_6,GCA_023482835.1_ASM2348283v1_genomic,Soil,GroupF
JAMDQF010000017.1_100,GCA_023482925.1_ASM2348292v1_genomic,Soil,GroupF
JAMDQC010000008.1_187,GCA_023483145.1_ASM2348314v1_genomic,Soil,GroupF
JAMDPZ010000013.1_121,GCA_023483185.1_ASM2348318v1_genomic,Soil,GroupF
JAMDQH010000030.1_5,GCA_023483445.1_ASM2348344v1_genomic,Soil,GroupF
JAMDPE010000005.1_181,GCA_023483525.1_ASM2348352v1_genomic,Soil,GroupF
JAMDPK010000033.1_31,GCA_023483535.1_ASM2348353v1_genomic,Soil,GroupF
JAMDPG010000018.1_100,GCA_023483645.1_ASM2348364v1_genomic,Soil,GroupF
JANGQE010000004.1_171,GCA_024607865.1_ASM2460786v1_genomic,Soil,GroupE
JANGQF010000004.1_217,GCA_024607885.1_ASM2460788v1_genomic,Soil,GroupE
JANGQG010000006.1_88,GCA_024607895.1_ASM2460789v1_genomic,Soil,GroupE
JANGQH010000006.1_88,GCA_024608025.1_ASM2460802v1_genomic,Soil,GroupE
JANLKO010000078.1_5,GCA_024700615.1_ASM2470061v1_genomic,Soil,GroupF
DAJFSX010000064.1_5,GCA_025275895.1_PDT001421957.1_genomic,Soil,GroupF
DAJFTD010000091.1_6,GCA_025275935.1_PDT001421953.1_genomic,Soil,GroupF
DAJFTA010000007.1_97,GCA_025275955.1_PDT001421955.1_genomic,Soil,GroupF
DAJFTF010000086.1_5,GCA_025275975.1_PDT001421940.1_genomic,Soil,GroupF
DAJFTE010000022.1_5,GCA_025276055.1_PDT001421947.1_genomic,Soil,GroupF
DAJFTZ010000086.1_5,GCA_025276395.1_PDT001421956.1_genomic,Soil,GroupF
DAJFTY010000153.1_5,GCA_025276415.1_PDT001421958.1_genomic,Soil,GroupF
DAJFUB010000004.1_181,GCA_025276435.1_PDT001421952.1_genomic,Soil,GroupF
DAJFUA010000052.1_5,GCA_025276455.1_PDT001421954.1_genomic,Soil,GroupF
DAJFUC010000008.1_100,GCA_025276475.1_PDT001421950.1_genomic,Soil,GroupF
DAJFUE010000041.1_4,GCA_025276515.1_PDT001421945.1_genomic,Soil,GroupF
DAJFUF010000009.1_168,GCA_025276535.1_PDT001421946.1_genomic,Soil,GroupF
DAJFUG010000043.1_5,GCA_025276555.1_PDT001421944.1_genomic,Soil,GroupF
DAJFUH010000007.1_5,GCA_025276575.1_PDT001421942.1_genomic,Soil,GroupF
DAJFUI010000013.1_5,GCA_025276595.1_PDT001421941.1_genomic,Soil,GroupF
DAJFUK010000063.1_5,GCA_025276615.1_PDT001421939.1_genomic,Soil,GroupF
DAJFUM010000009.1_180,GCA_025276655.1_PDT001421930.1_genomic,Soil,GroupF
DAJFUJ010000004.1_178,GCA_025276675.1_PDT001421929.1_genomic,Soil,GroupF
DAJFUO010000002.1_173,GCA_025276695.1_PDT001421926.1_genomic,Soil,GroupF
DAJFUP010000016.1_100,GCA_025276715.1_PDT001421925.1_genomic,Soil,GroupF
DAJFUN010000005.1_168,GCA_025276735.1_PDT001421927.1_genomic,Soil,GroupF
DAJFUQ010000025.1_31,GCA_025276755.1_PDT001421923.1_genomic,Soil,GroupF
DAJFUT010000020.1_99,GCA_025276785.1_PDT001421911.1_genomic,Soil,GroupF
DAJFUV010000039.1_4,GCA_025276805.1_PDT001421935.1_genomic,Soil,GroupF
DAJFUU010000041.1_4,GCA_025276825.1_PDT001421936.1_genomic,Soil,GroupF
DAJFUR010000029.1_50,GCA_025276845.1_PDT001421918.1_genomic,Soil,GroupF
DAJFUS010000010.1_14,GCA_025276865.1_PDT001421937.1_genomic,Soil,GroupF
DAJFVA010000092.1_4,GCA_025276905.1_PDT001421932.1_genomic,Soil,GroupF
DAJFUX010000080.1_4,GCA_025276945.1_PDT001421933.1_genomic,Soil,GroupF
DAJFVE010000017.1_46,GCA_025277005.1_PDT001421919.1_genomic,Soil,GroupF
DAJFVB010000001.1_178,GCA_025277025.1_PDT001421914.1_genomic,Soil,GroupF
DAJFVH010000040.1_4,GCA_025277045.1_PDT001421915.1_genomic,Soil,GroupF
DAJFVG010000039.1_4,GCA_025277065.1_PDT001421916.1_genomic,Soil,GroupF
DAJFVD010000012.1_99,GCA_025277085.1_PDT001421912.1_genomic,Soil,GroupF
DAJFVI010000027.1_50,GCA_025277105.1_PDT001421909.1_genomic,Soil,GroupF
DAJFVJ010000002.1_187,GCA_025277145.1_PDT001421908.1_genomic,Soil,GroupF
DAJFVK010000001.1_187,GCA_025277165.1_PDT001421907.1_genomic,Soil,GroupF
DAJFVL010000006.1_115,GCA_025277185.1_PDT001421906.1_genomic,Soil,GroupF
DAJFVN010000007.1_116,GCA_025277205.1_PDT001421904.1_genomic,Soil,GroupF
DAJFVO010000071.1_6,GCA_025277225.1_PDT001421903.1_genomic,Soil,GroupF
DAJFVM010000023.1_73,GCA_025277245.1_PDT001421899.1_genomic,Soil,GroupF
DAJFVP010000065.1_4,GCA_025277265.1_PDT001421900.1_genomic,Soil,GroupF
DAJFVQ010000006.1_206,GCA_025277315.1_PDT001421898.1_genomic,Soil,GroupF
DAJFVV010000040.1_4,GCA_025277335.1_PDT001421894.1_genomic,Soil,GroupF
DAJFVT010000015.1_6,GCA_025277355.1_PDT001421896.1_genomic,Soil,GroupF
DAJFVU010000040.1_24,GCA_025277375.1_PDT001421895.1_genomic,Soil,GroupF
DAJFVR010000036.1_5,GCA_025277395.1_PDT001421893.1_genomic,Soil,GroupF
DAJFVW010000036.1_5,GCA_025277415.1_PDT001421892.1_genomic,Soil,GroupF
DAJFVX010000006.1_14,GCA_025277435.1_PDT001421891.1_genomic,Soil,GroupF
DAJFVY010000079.1_4,GCA_025277455.1_PDT001421890.1_genomic,Soil,GroupF
DAJFVZ010000040.1_6,GCA_025277475.1_PDT001421888.1_genomic,Soil,GroupF
DAJFWA010000031.1_50,GCA_025277495.1_PDT001421886.1_genomic,Soil,GroupF
DAJFWB010000002.1_159,GCA_025277515.1_PDT001421885.1_genomic,Soil,GroupF
DAJFWC010000040.1_4,GCA_025277535.1_PDT001421884.1_genomic,Soil,GroupF
DAJFWI010000039.1_4,GCA_025277555.1_PDT001421883.1_genomic,Soil,GroupF
DAJFWK010000005.1_178,GCA_025277575.1_PDT001421880.1_genomic,Soil,GroupF
DAJFWJ010000006.1_180,GCA_025277595.1_PDT001421881.1_genomic,Soil,GroupF
DAJFWD010000049.1_5,GCA_025277615.1_PDT001421878.1_genomic,Soil,GroupF
DAJFWE010000020.1_5,GCA_025277635.1_PDT001421877.1_genomic,Soil,GroupF
DAJFWG010000003.1_180,GCA_025277655.1_PDT001421874.1_genomic,Soil,GroupF
DAJFWF010000001.1_191,GCA_025277675.1_PDT001421875.1_genomic,Soil,GroupF
DAJFWH010000030.1_28,GCA_025277715.1_PDT001421869.1_genomic,Soil,GroupF
DAJFWM010000007.1_180,GCA_025277775.1_PDT001421862.1_genomic,Soil,GroupF
DAJFWR010000180.1_4,GCA_025277835.1_PDT001421879.1_genomic,Soil,GroupF
DAJFWU010000040.1_5,GCA_025277855.1_PDT001421871.1_genomic,Soil,GroupF
DAJFWS010000002.1_181,GCA_025277875.1_PDT001421872.1_genomic,Soil,GroupF
DAJFWT010000121.1_5,GCA_025277895.1_PDT001421873.1_genomic,Soil,GroupF
DAJFWZ010000001.1_191,GCA_025277935.1_PDT001421867.1_genomic,Soil,GroupF
DAJFWW010000019.1_84,GCA_025277955.1_PDT001421868.1_genomic,Soil,GroupF
DAJFXL010000021.1_44,GCA_025278275.1_PDT001421840.1_genomic,Soil,GroupF
DAJFXT010000002.1_206,GCA_025278375.1_PDT001421834.1_genomic,Soil,GroupF
DAJFXV010000100.1_5,GCA_025278435.1_PDT001421833.1_genomic,Soil,GroupF
DAJFXZ010000077.1_5,GCA_025278455.1_PDT001421831.1_genomic,Soil,GroupF
DAJFXY010000014.1_6,GCA_025278475.1_PDT001421832.1_genomic,Soil,GroupF
DAJFYB010000031.1_5,GCA_025278535.1_PDT001421827.1_genomic,Soil,GroupF
DAJFYA010000029.1_50,GCA_025278555.1_PDT001421828.1_genomic,Soil,GroupF
DAJFYH010000044.1_5,GCA_025278575.1_PDT001421830.1_genomic,Soil,GroupF
DAJFYJ010000046.1_5,GCA_025278595.1_PDT001421826.1_genomic,Soil,GroupF
DAJFYI010000038.1_5,GCA_025278615.1_PDT001421825.1_genomic,Soil,GroupF
DAJFYC010000040.1_4,GCA_025278635.1_PDT001421823.1_genomic,Soil,GroupF
DAJFYD010000005.1_5,GCA_025278655.1_PDT001421822.1_genomic,Soil,GroupF
DAJFYE010000039.1_4,GCA_025278675.1_PDT001421821.1_genomic,Soil,GroupF
DAJFYF010000043.1_5,GCA_025278695.1_PDT001421820.1_genomic,Soil,GroupF
DAJFYG010000017.1_89,GCA_025278715.1_PDT001421819.1_genomic,Soil,GroupF
DAJFYM010000012.1_115,GCA_025278735.1_PDT001421817.1_genomic,Soil,GroupF
DAJFYQ010000033.1_5,GCA_025278755.1_PDT001421815.1_genomic,Soil,GroupF
DAJFYN010000052.1_25,GCA_025278775.1_PDT001421816.1_genomic,Soil,GroupF
DAJFYK010000031.1_6,GCA_025278795.1_PDT001421818.1_genomic,Soil,GroupF
DAJFYP010000016.1_89,GCA_025278815.1_PDT001421813.1_genomic,Soil,GroupF
DAJFYR010000005.1_98,GCA_025278835.1_PDT001421812.1_genomic,Soil,GroupF
DAJFYS010000002.1_78,GCA_025278855.1_PDT001421811.1_genomic,Soil,GroupF
DAJFYX010000036.1_5,GCA_025278875.1_PDT001421808.1_genomic,Soil,GroupF
DAJFYT010000030.1_4,GCA_025278895.1_PDT001421810.1_genomic,Soil,GroupF
DAJFYU010000049.1_6,GCA_025278915.1_PDT001421809.1_genomic,Soil,GroupF
DAJFYV010000001.1_206,GCA_025278935.1_PDT001421807.1_genomic,Soil,GroupF
DAJFYY010000038.1_5,GCA_025278955.1_PDT001421806.1_genomic,Soil,GroupF
DAJFYL010000112.1_4,GCA_025278975.1_PDT001421805.1_genomic,Soil,GroupF
DAJFYW010000110.1_6,GCA_025278995.1_PDT001421803.1_genomic,Soil,GroupF
DAJFYO010000029.1_50,GCA_025279015.1_PDT001421804.1_genomic,Soil,GroupF
DAJFZG010000011.1_35,GCA_025279155.1_PDT001421795.1_genomic,Soil,GroupF
DAJFZP010000034.1_6,GCA_025279355.1_PDT001421784.1_genomic,Soil,GroupF
DAJGAG010000019.1_6,GCA_025279655.1_PDT001421760.1_genomic,Soil,GroupF
DAJGAD010000001.1_180,GCA_025279675.1_PDT001421767.1_genomic,Soil,GroupF
DAJGAK010000109.1_5,GCA_025279735.1_PDT001421758.1_genomic,Soil,GroupF
DAJGAL010000039.1_5,GCA_025279755.1_PDT001421757.1_genomic,Soil,GroupF
DAJGAJ010000039.1_32,GCA_025279835.1_PDT001421754.1_genomic,Soil,GroupF
DAJGAP010000037.1_5,GCA_025279875.1_PDT001421752.1_genomic,Soil,GroupF
DAJGAQ010000109.1_5,GCA_025279895.1_PDT001421750.1_genomic,Soil,GroupF
DAJGAS010000005.1_177,GCA_025279915.1_PDT001421749.1_genomic,Soil,GroupF
DAJGAT010000042.1_5,GCA_025279935.1_PDT001421747.1_genomic,Soil,GroupF
DAJGAU010000057.1_25,GCA_025279955.1_PDT001421746.1_genomic,Soil,GroupF
DAJGAZ010000035.1_5,GCA_025279975.1_PDT001421744.1_genomic,Soil,GroupF
DAJGAV010000051.1_5,GCA_025279995.1_PDT001421745.1_genomic,Soil,GroupF
DAJGBA010000132.1_6,GCA_025280035.1_PDT001421742.1_genomic,Soil,GroupF
DAJGAR010000035.1_5,GCA_025280055.1_PDT001421738.1_genomic,Soil,GroupF
DAJGAW010000010.1_48,GCA_025280095.1_PDT001421733.1_genomic,Soil,GroupF
DAJGCE010000031.1_5,GCA_025280695.1_PDT001421700.1_genomic,Soil,GroupF
DAJGBW010000031.1_5,GCA_025280715.1_PDT001421692.1_genomic,Soil,GroupF
DAJGCI010000065.1_21,GCA_025280785.1_PDT001421669.1_genomic,Soil,GroupF
DAJGCP010000074.1_5,GCA_025280855.1_PDT001421656.1_genomic,Soil,GroupF
DAJGCN010000082.1_5,GCA_025280895.1_PDT001421654.1_genomic,Soil,GroupF
DAJGCO010000090.1_5,GCA_025280915.1_PDT001421655.1_genomic,Soil,GroupF
DAJGCQ010000063.1_5,GCA_025280935.1_PDT001421653.1_genomic,Soil,GroupF
DAJGCS010000043.1_31,GCA_025280955.1_PDT001421651.1_genomic,Soil,GroupF
DAJGCR010000029.1_5,GCA_025280975.1_PDT001421652.1_genomic,Soil,GroupF
DAJGCU010000018.1_5,GCA_025280995.1_PDT001421649.1_genomic,Soil,GroupF
DAJGCT010000004.1_100,GCA_025281015.1_PDT001421650.1_genomic,Soil,GroupF
DAJGCV010000070.1_5,GCA_025281035.1_PDT001421647.1_genomic,Soil,GroupF
DAJGCW010000078.1_5,GCA_025281075.1_PDT001421646.1_genomic,Soil,GroupF
DAJGCY010000045.1_5,GCA_025281115.1_PDT001421644.1_genomic,Soil,GroupF
DAJGDC010000039.1_5,GCA_025281135.1_PDT001421642.1_genomic,Soil,GroupF
DAJGDD010000071.1_5,GCA_025281155.1_PDT001421641.1_genomic,Soil,GroupF
DAJGDE010000005.1_180,GCA_025281175.1_PDT001421640.1_genomic,Soil,GroupF
DAJGCZ010000001.1_177,GCA_025281195.1_PDT001421632.1_genomic,Soil,GroupF
DAJGDF010000006.1_119,GCA_025281215.1_PDT001421639.1_genomic,Soil,GroupF
DAJGDA010000030.1_51,GCA_025281235.1_PDT001421631.1_genomic,Soil,GroupF
DAJGDL010000036.1_4,GCA_025281255.1_PDT001421636.1_genomic,Soil,GroupF
DAJGDK010000040.1_5,GCA_025281275.1_PDT001421637.1_genomic,Soil,GroupF
DAJGDM010000034.1_5,GCA_025281295.1_PDT001421635.1_genomic,Soil,GroupF
DAJGDG010000080.1_4,GCA_025281315.1_PDT001421638.1_genomic,Soil,GroupF
DAJGDN010000030.1_50,GCA_025281335.1_PDT001421634.1_genomic,Soil,GroupF
DAJGDP010000037.1_5,GCA_025281355.1_PDT001421633.1_genomic,Soil,GroupF
DAJGDH010000076.1_5,GCA_025281375.1_PDT001421630.1_genomic,Soil,GroupF
DAJGDJ010000049.1_5,GCA_025281395.1_PDT001421628.1_genomic,Soil,GroupF
DAJGDI010000043.1_5,GCA_025281415.1_PDT001421629.1_genomic,Soil,GroupF
DAJGDO010000006.1_119,GCA_025281435.1_PDT001421627.1_genomic,Soil,GroupF
DAJGDR010000030.1_5,GCA_025281495.1_PDT001421625.1_genomic,Soil,GroupF
DAJGDU010000014.1_87,GCA_025281515.1_PDT001421620.1_genomic,Soil,GroupF
DAJGDT010000010.1_178,GCA_025281535.1_PDT001421621.1_genomic,Soil,GroupF
DAJGEA010000042.1_32,GCA_025281655.1_PDT001421611.1_genomic,Soil,GroupF
